jenis_transaksi,tujuan_penyaluran,alamat_tujuan,nama_kota_kab_tujuan,nama_provinsi_tujuan,nama_zat_aktif,nama_obat_jadi,produsen_obat_jadi,nama_pbf,provinsi,kabupaten_kota,no_faktur,tanggal_penyaluran,batch,jumlah,satuan,tanggal_kedaluwarsa,keterangan,status_validasi
Dalam Negeri,RS MITRA KELUARGA WARU,JL. JENDERAL S. PARMAN NO 8 WARU - SIDOARJO,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240070112,2024-04-18,4821405,2,"DUS, 1 VIAL @ 10 ML",2024-09-30 00:00:00,,VALID
Dalam Negeri,RS MITRA KELUARGA WARU,JL. JENDERAL S. PARMAN NO 8 WARU - SIDOARJO,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240075482,2024-04-26,4821405,2,"DUS, 1 VIAL @ 10 ML",2024-09-30 00:00:00,,VALID
Dalam Negeri,RS MITRA KELUARGA WARU,JL. JENDERAL S. PARMAN NO 8 WARU - SIDOARJO,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240081494,2024-05-04,4821405,2,"DUS, 1 VIAL @ 10 ML",2024-09-30 00:00:00,,VALID
Dalam Negeri,RS MITRA KELUARGA WARU,JL. JENDERAL S. PARMAN NO 8 WARU - SIDOARJO,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240085706,2024-05-10,4821405,2,"DUS, 1 VIAL @ 10 ML",2024-09-30 00:00:00,,VALID
Dalam Negeri,RS MITRA KELUARGA WARU,JL. JENDERAL S. PARMAN NO 8 WARU - SIDOARJO,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240087649,2024-05-14,4821405,4,"DUS, 1 VIAL @ 10 ML",2024-09-30 00:00:00,,VALID
Dalam Negeri,RS MITRA KELUARGA WARU,JL. JENDERAL S. PARMAN NO 8 WARU - SIDOARJO,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240089633,2024-05-21,4821405,4,"DUS, 1 VIAL @ 10 ML",2024-09-30 00:00:00,,VALID
Dalam Negeri,RS MITRA KELUARGA WARU,JL. JENDERAL S. PARMAN NO 8 WARU - SIDOARJO,,,KETAMINE HYDROCHLORIDE,KEMIDEX,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240104370,2024-06-06,4821405,2,"DUS, 1 VIAL @ 10 ML",2024-09-30 00:00:00,,VALID
Dalam Negeri,RS PURI ASIH,"Jl. JENDRAL SUDIRMAN 169 KEL. GEDONGAN KEC. TINGKIR, SALATIGA (KOTA) 50743, JAWA TENGAH",,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/241201807,2024-12-31,PIH06252,20,"DUS, 1 VIAL @ 10 ML",2025-07-31 00:00:00,,VALID
Dalam Negeri,RS USADA,JL. JERUK NO. 117 WAGE - TAMAN,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG SURABAYA,Jawa Timur,Kota Surabaya,49240025152,2024-02-09,4731183,1,"DUS, 5 VIAL @ 10 ML",2025-07-31 00:00:00,,VALID
Dalam Negeri,RS USADA,"Jl. JERUK NO.117, Taman 61257, INDONESIA",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/240700372,2024-07-11,PID50553,2,"DUS, 10 VIAL @ 10 ML",2026-03-31 00:00:00,,VALID
Dalam Negeri,RS USADA,"Jl. JERUK NO.117, Taman 61257, INDONESIA",,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/240600802,2024-06-27,PIH05252,9,"DUS, 1 VIAL @ 10 ML",2025-07-31 00:00:00,,VALID
Dalam Negeri,RS USADA,"Jl. JERUK NO.117, Taman 61257, INDONESIA",,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/240600802,2024-06-27,PIH06252,327,"DUS, 1 VIAL @ 10 ML",2025-07-31 00:00:00,,VALID
Dalam Negeri,RS USADA,"Jl. JERUK NO.117, Taman 61257, INDONESIA",,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/240700373,2024-07-11,PIH06252,144,"DUS, 1 VIAL @ 10 ML",2025-07-31 00:00:00,,VALID
Dalam Negeri,RSIA AURA SYIFA,JL. JOYOBOYO 42 DLOPO KEL. TEPUS,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,132424007507,2024-03-16,2308115,10,Dus 1 Vial @ 10 ml,2025-09-30 00:00:00,,VALID
Dalam Negeri,RSIA AURA SYIFA,JL. JOYOBOYO 42 DLOPO KEL. TEPUS,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,132424032346,2024-12-10,2401027,10,Dus 1 Vial @ 10 ml,2026-02-28 00:00:00,,VALID
Dalam Negeri,RSIA AURA SYIFA,JL. JOYOBOYO 42 DLOPO KEL. TEPUS,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,132424032474,2024-12-11,2401027,10,Dus 1 Vial @ 10 ml,2026-02-28 00:00:00,,VALID
Dalam Negeri,RSU WILUJENG,JL. JOYOBOYO NO. 4 PADANGAN KAYEN KIDUI RT 01 RW 01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,132424001916,2024-01-22,2308007,5,Dus 1 Vial @ 10 ml,2025-09-30 00:00:00,,VALID
Dalam Negeri,RSU WILUJENG,JL. JOYOBOYO NO. 4 PADANGAN KAYEN KIDUI RT 01 RW 01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,132424018207,2024-07-10,2309118,5,Dus 1 Vial @ 10 ml,2025-11-30 00:00:00,,VALID
Dalam Negeri,RSU WILUJENG,JL. JOYOBOYO NO. 4 PADANGAN KAYEN KIDUI RT 01 RW 01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG KEDIRI,Jawa Timur,Kab. Kediri,132424019368,2024-07-24,2309118,7,Dus 1 Vial @ 10 ml,2025-11-30 00:00:00,,VALID
Dalam Negeri,RS INSTALASI FARMASI PELENGKAP MEDICAL CENTRE,JL. JUANDA NO 03,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,313524000512,2024-08-03,2309118,10,Dus 1 Vial @ 10 ml,2025-11-30 00:00:00,,VALID
Dalam Negeri,RS INSTALASI FARMASI PELENGKAP MEDICAL CENTRE,JL. JUANDA NO 03,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,133524010649,2024-04-29,2309012,6,Dus 1 Vial @ 10 ml,2025-09-30 00:00:00,,VALID
Dalam Negeri,RS INSTALASI FARMASI PELENGKAP MEDICAL CENTRE,JL. JUANDA NO 03,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,313524000634,2024-09-12,2401023,10,Dus 1 Vial @ 10 ml,2026-02-28 00:00:00,,VALID
Dalam Negeri,RS INSTALASI FARMASI PELENGKAP MEDICAL CENTRE,JL. JUANDA NO 03,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,133524003727,2024-02-16,2308115,10,Dus 1 Vial @ 10 ml,2025-09-30 00:00:00,,VALID
Dalam Negeri,RSIA MUKTI HUSADA,JL. KABUPATEN NO. 68,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,310524000030,2024-01-08,2308007,1,Dus 1 Vial @ 10 ml,2025-09-30 00:00:00,,VALID
Dalam Negeri,RSIA PURI BUNDA MADURA,JL. KABUPATEN NO. 99 RT.005 RW.001 BUGIH. PAMEKASAN,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,ETHICA INDUSTRI FARMASI (SITE JABABEKA),PENTA VALENT CABANG SIDOARJO,Jawa Timur,Kota Surabaya,400116240007265,2024-03-14,E23C0042A,2,"DUS, 5 AMPUL @ 10 ML",2026-02-28 00:00:00,,VALID
Dalam Negeri,APOTEK CARISA FARMA,"JL. KANGENAN 89, DS KANGENAN, KEC PAMEKASAN, KAB PAMEKASAN",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,TRI SAPTA JAYA CABANG SURABAYA,Jawa Timur,Kota Surabaya,12404007184,2024-02-26,PIK62652,1,"DUS, 10 VIAL @ 10 ML",0000-00-00,,VALID
Dalam Negeri,RSUD CAMPURDARAT,JL. KANIGORO NO. 13 KEC. CAMPUR DARAT KEL.CAMPURDARAT,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,ETHICA INDUSTRI FARMASI (SITE JABABEKA),ANUGERAH PHARMINDO LESTARI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,1410632132,2024-10-15,E23H0162A,8,"DUS, 5 AMPUL @ 10 ML",2026-08-31 00:00:00,,VALID
Dalam Negeri,RSUD CAMPURDARAT,JL. KANIGORO NO. 13 KEC. CAMPUR DARAT KEL.CAMPURDARAT,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,ETHICA INDUSTRI FARMASI (SITE JABABEKA),ANUGERAH PHARMINDO LESTARI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,1410653217,2024-12-27,E24I0358A,8,"DUS, 5 AMPUL @ 10 ML",2027-09-30 00:00:00,,VALID
Dalam Negeri,RSUD PANDAN ARANG BOYOLALI,"Jl. KANTIL NO.14 KEL. PULISEN KEC. BOYOLALI, BOYOLALI 57316, JAWA TENGAH",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/241000582,2024-10-18,PID50653,1,"DUS, 10 VIAL @ 10 ML",2026-03-31 00:00:00,,VALID
Dalam Negeri,RSUD PANDAN ARANG BOYOLALI,"Jl. KANTIL NO.14 KEL. PULISEN KEC. BOYOLALI, BOYOLALI 57316, JAWA TENGAH",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/241001241,2024-10-31,PID50653,1,"DUS, 10 VIAL @ 10 ML",2026-03-31 00:00:00,,VALID
Dalam Negeri,RS ADI HUSADA SURABAYA,JL. KAPASARI NO. 97-101,,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,Jawa Timur,Kota Surabaya,8340887599,2024-03-04,PIG85452,3,"DUS, 1 VIAL @ 10 ML",2025-06-30 00:00:00,,VALID
Dalam Negeri,RS ADI HUSADA SURABAYA,JL. KAPASARI NO. 97-101,,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,Jawa Timur,Kota Surabaya,8340895375,2024-03-22,PIG85452,2,"DUS, 1 VIAL @ 10 ML",2025-06-30 00:00:00,,VALID
Dalam Negeri,RS ADI HUSADA SURABAYA,JL. KAPASARI NO. 97-101,,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,Jawa Timur,Kota Surabaya,8340912993,2024-05-07,PIH05752,2,"DUS, 1 VIAL @ 10 ML",2025-07-31 00:00:00,,VALID
Dalam Negeri,RS ADI HUSADA SURABAYA,JL. KAPASARI NO. 97-101,,,KETAMINE HYDROCHLORIDE,KETANAEST,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,Jawa Timur,Kota Surabaya,8340943085,2024-07-17,PIH06052,5,"DUS, 1 VIAL @ 10 ML",2025-07-31 00:00:00,,VALID
Dalam Negeri,RS RSUD GAMBIRAN,JL. KAPT PIERE TEDEAN 16 KEDIRI,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,TRI SAPTA JAYA CABANG SURABAYA,Jawa Timur,Kota Surabaya,12404013225,2024-04-06,PID50153,10,"DUS, 10 VIAL @ 10 ML",0000-00-00,,VALID
Dalam Negeri,RSUD GAMBIRAN,"Jl. KAPTEN PIERE TENDEAN NO. 16 KEL. PAKUNDEN KEC. PESANTREN, KEDIRI (KOTA) 64132, JAWA TIMUR",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/241001386,2024-10-31,PIK63052,1,"DUS, 10 VIAL @ 10 ML",2025-09-30 00:00:00,,VALID
Dalam Negeri,RSUD GAMBIRAN,"Jl. KAPTEN PIERE TENDEAN NO. 16 KEL. PAKUNDEN KEC. PESANTREN, KEDIRI (KOTA) 64132, JAWA TIMUR",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,ADYA ARTHA ABADI CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,IVC/SBY/241200615,2024-12-16,PIH45153,10,"DUS, 10 VIAL @ 10 ML",2026-07-31 00:00:00,,VALID
Dalam Negeri,RSU DR H KOESNADI BONDOWOSO,JL. KAPTEN PIERE TENDEAN NO.03 BADEAN,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,ETHICA INDUSTRI FARMASI (SITE JABABEKA),PENTA VALENT CABANG JEMBER,Jawa Timur,Kab. Jember,4.00E+14,2024-09-11,E24C0084A,2,"DUS, 5 AMPUL @ 10 ML",0000-00-00,KETAMINE HYDROCHLORIDE 100 MG INJEKSI 5AMP @10ML / RSU DR. H. KOESNADI BONDOWOSO / GKL1806717243B1,VALID
Dalam Negeri,KLINIK EDIFUZ,JL. KAPTEN SUWANDAK NO. 148,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG JEMBER,Jawa Timur,Kab. Jember,132324007869,2024-05-10,2308116,5,Dus 1 Vial @ 10 ml,2025-09-30 00:00:00,,VALID
Dalam Negeri,RS DARMAYU MADIUN RSU,"JL. KAPTEN TENDEAN NO 47, DS/KEL DEMANGAN, KEC TAMAN, KOTA MADIUN, JAWATIMUR",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,TRI SAPTA JAYA CABANG SURABAYA,Jawa Timur,Kota Surabaya,12404016385,2024-05-07,PIK63052,4,"DUS, 10 VIAL @ 10 ML",0000-00-00,,VALID
Dalam Negeri,RS HUSADA PRIMA,JL. KARANG TEMBOK NO. 39-A,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,TRI SAPTA JAYA CABANG SURABAYA,Jawa Timur,Kota Surabaya,12404039967,2024-11-08,PIK63052,1,"DUS, 10 VIAL @ 10 ML",2025-09-01 00:00:00,GKL-RS,VALID
Dalam Negeri,RS KILISUCI KOTA KEDIRI RSUD,"JL. KARTINI KEL POCANAN KEC KOTA, KOTA KEDIRI",,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,BERNOFARM,TRI SAPTA JAYA CABANG SURABAYA,Jawa Timur,Kota Surabaya,12404013927,2024-04-19,PID50153,1,"DUS, 10 VIAL @ 10 ML",0000-00-00,,VALID
Dalam Negeri,RS BHAYANGKARA HASTA BRATA B,JL. KARTINI NO. 01 NGAGLIK - BATU,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG MALANG,Jawa Timur,Kab. Malang,56240019060,2024-04-09,4530810,2,"DUS, 5 VIAL @ 10 ML",2025-05-31 00:00:00,,VALID
Dalam Negeri,RS BHAYANGKARA HASTA BRATA B,JL. KARTINI NO. 01 NGAGLIK - BATU,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG MALANG,Jawa Timur,Kab. Malang,56240024088,2024-05-08,5232149,2,"DUS, 5 VIAL @ 10 ML",2025-11-30 00:00:00,,VALID
Dalam Negeri,RS BHAYANGKARA HASTA BRATA B,JL. KARTINI NO. 01 NGAGLIK - BATU,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG MALANG,Jawa Timur,Kab. Malang,56240028554,2024-05-30,5232149,2,"DUS, 5 VIAL @ 10 ML",2025-11-30 00:00:00,,VALID
Dalam Negeri,RS BHAYANGKARA HASTA BRATA B,JL. KARTINI NO. 01 NGAGLIK - BATU,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG MALANG,Jawa Timur,Kab. Malang,56240057973,2024-10-28,5232149,2,"DUS, 5 VIAL @ 10 ML",2025-11-30 00:00:00,,VALID
Dalam Negeri,RS BHAYANGKARA HASTA BRATA B,JL. KARTINI NO. 01 NGAGLIK - BATU,,,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,DEXA MEDICA,ANUGRAH ARGON MEDICA CABANG MALANG,Jawa Timur,Kab. Malang,56240069108,2024-12-19,5232149,1,"DUS, 5 VIAL @ 10 ML",2025-11-30 00:00:00,,VALID
Dalam Negeri,RS PANTI NIRMALA INST,JL. KEBALEN WETAN NO.8 RT.09/RW.01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,131624004562,2024-02-20,2307087,3,Dus 1 Vial @ 10 ml,2025-07-30 00:00:00,3573,VALID
Dalam Negeri,RS PANTI NIRMALA INST,JL. KEBALEN WETAN NO.8 RT.09/RW.01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,131624009490,2024-04-06,2307087,1,Dus 1 Vial @ 10 ml,2025-07-30 00:00:00,3573,VALID
Dalam Negeri,RS PANTI NIRMALA INST,JL. KEBALEN WETAN NO.8 RT.09/RW.01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,131624009490,2024-04-06,2307088,3,Dus 1 Vial @ 10 ml,2025-07-30 00:00:00,3573,VALID
Dalam Negeri,RS PANTI NIRMALA INST,JL. KEBALEN WETAN NO.8 RT.09/RW.01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,131624012287,2024-05-08,2308007,4,Dus 1 Vial @ 10 ml,2025-09-30 00:00:00,3573,VALID
Dalam Negeri,RS PANTI NIRMALA INST,JL. KEBALEN WETAN NO.8 RT.09/RW.01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,131624013048,2024-05-16,2309013,5,Dus 1 Vial @ 10 ml,2025-09-30 00:00:00,3573,VALID
Dalam Negeri,RS PANTI NIRMALA INST,JL. KEBALEN WETAN NO.8 RT.09/RW.01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,131624013921,2024-05-25,2309013,1,Dus 1 Vial @ 10 ml,2025-09-30 00:00:00,3573,VALID
Dalam Negeri,RS PANTI NIRMALA INST,JL. KEBALEN WETAN NO.8 RT.09/RW.01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,131624015068,2024-06-04,2309013,3,Dus 1 Vial @ 10 ml,2025-09-30 00:00:00,3573,VALID
Dalam Negeri,RS PANTI NIRMALA INST,JL. KEBALEN WETAN NO.8 RT.09/RW.01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,131624015890,2024-06-13,2309013,5,Dus 1 Vial @ 10 ml,2025-09-30 00:00:00,3573,VALID
Dalam Negeri,RS PANTI NIRMALA INST,JL. KEBALEN WETAN NO.8 RT.09/RW.01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,131624016877,2024-06-26,2309013,1,Dus 1 Vial @ 10 ml,2025-09-30 00:00:00,3573,VALID
Dalam Negeri,RS PANTI NIRMALA INST,JL. KEBALEN WETAN NO.8 RT.09/RW.01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,131624016877,2024-06-26,2309118,4,Dus 1 Vial @ 10 ml,2025-11-30 00:00:00,3573,VALID
Dalam Negeri,RS PANTI NIRMALA INST,JL. KEBALEN WETAN NO.8 RT.09/RW.01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,131624018783,2024-07-18,2309118,5,Dus 1 Vial @ 10 ml,2025-11-30 00:00:00,3573,VALID
Dalam Negeri,RS PANTI NIRMALA INST,JL. KEBALEN WETAN NO.8 RT.09/RW.01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,131624019006,2024-07-22,2309118,1,Dus 1 Vial @ 10 ml,2025-11-30 00:00:00,3573,VALID
Dalam Negeri,RS PANTI NIRMALA INST,JL. KEBALEN WETAN NO.8 RT.09/RW.01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,131624019217,2024-07-23,2309118,3,Dus 1 Vial @ 10 ml,2025-11-30 00:00:00,3573,VALID
Dalam Negeri,RS PANTI NIRMALA INST,JL. KEBALEN WETAN NO.8 RT.09/RW.01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,131624019321,2024-07-25,2309118,5,Dus 1 Vial @ 10 ml,2025-11-30 00:00:00,3573,VALID
Dalam Negeri,RS PANTI NIRMALA INST,JL. KEBALEN WETAN NO.8 RT.09/RW.01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,131624019822,2024-07-31,2401023,5,Dus 1 Vial @ 10 ml,2026-02-28 00:00:00,3573,VALID
Dalam Negeri,RS PANTI NIRMALA INST,JL. KEBALEN WETAN NO.8 RT.09/RW.01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,131624022309,2024-08-28,2401027,2,Dus 1 Vial @ 10 ml,2026-02-28 00:00:00,3573,VALID
Dalam Negeri,RS PANTI NIRMALA INST,JL. KEBALEN WETAN NO.8 RT.09/RW.01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,131624001003,2024-01-15,2307087,2,Dus 1 Vial @ 10 ml,2025-07-30 00:00:00,3573,VALID
Dalam Negeri,RS PANTI NIRMALA INST,JL. KEBALEN WETAN NO.8 RT.09/RW.01,,,KETAMINE HYDROCHLORIDE,KTM 100 mg Injeksi (Bernofarm),GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,Jawa Timur,Kab. Malang,131624002531,2024-01-30,2307087,2,Dus 1 Vial @ 10 ml,2025-07-30 00:00:00,3573,VALID
