jenis_transaksi,tujuan_penyaluran,alamat_tujuan,nama_kota_kab_tujuan,nama_provinsi_tujuan,nama_zat_aktif,nama_obat_jadi,produsen_obat_jadi,nama_pbf,provinsi,kabupaten_kota,no_faktur,tanggal_penyaluran,batch,jumlah,satuan,tanggal_kedaluwarsa,keterangan,jenis_sarana,anomaly_label
DALAM NEGERI,PERSADA HOSPITAL,JL.P.SUROSO ARAYA BUSINESS KAV.II-IV MLG,Kota Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,KALLISTA PRIMA CABANG MALANG,JAWA TIMUR,KAB. MALANG,3221,2025-01-23,O4074,27,"DUS, 1 VIAL @ 1 G",2026-08-01 00:00:00,MEROTIK INJEKSI 1 GR,Rumah Sakit,1
DALAM NEGERI,RS INSTALASI FARMASI DARMO,JL. RAYA DARMO NO. 90,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202501/16125,2025-01-23,EF4576,9,"DUS, 1 VIAL @ 1 G",2026-06-24 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS HUSADA UTAMA,JL. PROF.DR.MOESTOPO NO.31-35 PACARKELING TAMBAKSARI SURABAYA 60131,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROBAT,INTERBAT,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125007747,2025-01-23,I037N003,30,"DUS, 1 VIAL @ 1 G",2027-09-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS WAVA HUSADA,"JL. PANGLIMA SUDIRMAN 99A KEPANJEN, KAB. MALANG 65163",MALANG,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,325000539,2025-01-23,IMRPA41515,80,"DUS, 1 VIAL @ 1 G",2026-04-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS INSTALASI FARMASI DARMO,JL. RAYA DARMO 90 KEPUTRAN TEGALSARI SURABAYA JAWA TIMUR 60264,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,125011818,2025-01-23,IMRPA41533,20,"DUS, 1 VIAL @ 1 G",2026-07-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD WALUYO JATI,JL. DR SUTOMO NO. 1 KANDANG JATI KULON KRAKSAAN,Kab. Probolinggo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,PENTA VALENT CABANG MALANG,JAWA TIMUR,KAB. MALANG,400117250001666,2025-01-23,D4K216,17,"DUS, 10 VIAL @ 1 G",2026-10-30 00:00:00,MEROPENEM INJEKSI 1 G / RUMAH SAKIT UMUM DAERAH WALUYO JATI KABUPATEN PROBOLINGGO / GKL1515623944B1,Rumah Sakit,1
DALAM NEGERI,RS NAHDLATUL ULAMA,JL. LETDA SUCIPTO NO.211 MONDOKAN TUBAN 62311,Kab. Tuban,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,325000556,2025-01-23,IMRPA41555,20,"DUS, 1 VIAL @ 1 G",2026-09-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK HERO FARMA,JL.PATIMURA NO.17 JAGALAN - KEDIRI,Kab. Kediri,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,KALLISTA PRIMA CABANG KEDIRI,JAWA TIMUR,KAB. KEDIRI,1952,2025-01-23,D4G008,2,"DUS, 10 VIAL @ 1 G",2026-07-01 00:00:00,NAN,Apotek,1
DALAM NEGERI,RS PANTI WALUYA SAWAHAN,JL.NUSAKAMBANGAN NO.56 MALANG,Kab. Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,KALLISTA PRIMA CABANG MALANG,JAWA TIMUR,KAB. MALANG,3216,2025-01-23,O4074,10,"DUS, 1 VIAL @ 1 G",2026-08-01 00:00:00,MEROTIK INJEKSI 1 GR,Rumah Sakit,1
DALAM NEGERI,PERSADA HOSPITAL,"JL. PANJI SUROSO ARAYA BUSINESS CENTRE KAV.II-IV PURWODADI, KEC. BLIMBING, KOTA MALANG 65125",KOTA MALANG,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,325000544,2025-01-23,IMRPA41515,42,"DUS, 1 VIAL @ 1 G",2026-04-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSU AL ISLAM H M MAWARDI,JL. KYAI MOJO NO. 12A KRIAN SIDOARJO 61262,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,325000743,2025-01-23,IMRPA41533,20,"DUS, 1 VIAL @ 1 G",2026-07-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS MUHAMMADIYAH,"JL. RAYA NO.1193 SUMBERREJO, BOJONEGORO 62191",Kab. Bojonegoro,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,325000555,2025-01-23,IMRPA41555,50,"DUS, 1 VIAL @ 1 G",2026-09-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RUMKIT TK III 05 06 02 BALADIKA HUSADA JEMBER,JL. PB SUDIRMAN NO.49 JEMBER LOR PATRANG,Kab. Jember,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM TRIHYDRATE,NOVELL PHARMACEUTICAL LABORATORIES,PENTA VALENT CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,4.00E+27,2025-01-23,EHL199,5,"DUS, 1 VIAL @ 1 G",0000-00-00,MEROPENEM INJEKSI 1 GR @ 1 VIAL (OGB) / RUMKIT TK. III 05.06.02 BALADIKA HUSADA JEMBER / GKL1033523944A1,Lainnya,1
DALAM NEGERI,RS HUSADA UTAMA,JL. PROF.DR.MOESTOPO NO.31-35 PACARKELING TAMBAKSARI SURABAYA 60131,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROBAT,INTERBAT,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125007349,2025-01-23,I037N003,45,"DUS, 1 VIAL @ 1 G",2027-09-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK FARHAN,"JL.KAMBOJA NO.16,SUMENEP",Kab. Sumenep,Jawa Timur,MEROPENEM TRIHYDRATE,SIMPENEM,SIMEX PHARMACEUTICAL INDONESIA,KALLISTA PRIMA CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,4360,2025-01-23,SP3G02,10,"DUS,1 VIAL @ 1 GRAM",2025-09-01 00:00:00,SIMPENEM 1 GR INJEKSI,Apotek,1
DALAM NEGERI,RS KALIWATES,JEMBER,Kab. Jember,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM,INTERBAT,MENSA BINASUKSES CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,250093685,2025-01-23,I604M052,30,"DUS, 1 VIAL @ 1 G",2026-07-28 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS HUSADA UTAMA,JL. PROF.DR.MOESTOPO NO.31-35 PACARKELING TAMBAKSARI SURABAYA 60131,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROBAT,INTERBAT,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125007746,2025-01-23,I037N003,30,"DUS, 1 VIAL @ 1 G",2027-09-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD WALUYO JATI,JL. DR SUTOMO NO. 1 KANDANG JATI KULON KRAKSAAN,Kab. Probolinggo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,PENTA VALENT CABANG MALANG,JAWA TIMUR,KAB. MALANG,400117250001666,2025-01-23,D4J120,33,"DUS, 10 VIAL @ 1 G",2026-09-30 00:00:00,MEROPENEM INJEKSI 1 G / RUMAH SAKIT UMUM DAERAH WALUYO JATI KABUPATEN PROBOLINGGO / GKL1515623944B1,Rumah Sakit,1
DALAM NEGERI,RS INSTALASI FARMASI DARMO,JL. RAYA DARMO NO. 90,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202501/16125,2025-01-23,EF4722B,1,"DUS, 1 VIAL @ 1 G",2026-06-20 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,MAYAPADA HOSPITAL,JL. MAYJEND SUNGKONO NO. 16 - 20,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202501/16144,2025-01-23,EF4576,25,"DUS, 1 VIAL @ 1 G",2026-06-24 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS MEDIKA MULIA,JL. MOJOPAHIT NO. 699,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202501/16716,2025-01-23,EF4576,5,"DUS, 1 VIAL @ 1 G",2026-06-24 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS HUSADA UTAMA,JL. PROF.DR.MOESTOPO NO.31-35 PACARKELING TAMBAKSARI SURABAYA 60131,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROBAT,INTERBAT,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125007348,2025-01-23,I037N003,45,"DUS, 1 VIAL @ 1 G",2027-09-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK NASA FARMA,JL. MOJOPAHIT NO.90 SIDOARJO,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341024692,2025-01-23,PSE51753,1,"DUS, 10 VIAL @ 1 G",2026-04-30 00:00:00,NAN,Apotek,1
DALAM NEGERI,RSUD NGANJUK,DR. SOETOMO 62,Kab. Nganjuk,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MAHAKAM BETA FARMA,PARIT PADANG GLOBAL CABANG MALANG,JAWA TIMUR,KAB. MALANG,8320664950,2025-01-23,IJ24027,9,"DUS , 10 VIAL @ 500 MG",2026-09-30 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS HUSADA UTAMA,JL. PROF.DR.MOESTOPO NO.31-35 PACARKELING TAMBAKSARI SURABAYA 60131,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROBAT,INTERBAT,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125007744,2025-01-23,I037N003,40,"DUS, 1 VIAL @ 1 G",2027-09-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS MUHAMMADIYAH SITI KHODIJAH,"JL DR.SOETOMO 322 SUKOREJO,GURAH KDR",Kab. Kediri,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,KALLISTA PRIMA CABANG KEDIRI,JAWA TIMUR,KAB. KEDIRI,1996,2025-01-23,D4G008,1,"DUS, 10 VIAL @ 1 G",2026-07-01 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS PERKUMPULAN ADI HUSADA,JL. KAPASARI NO. 97 - 101,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202501/16191,2025-01-23,EF4576,3,"DUS, 1 VIAL @ 1 G",2026-06-24 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSIA PURI,JL. TAMAN SLAMET NO.18-20 GADINGKASRI KLOJEN KOTA MALANG 65115,KOTA MALANG,JAWA TIMUR,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,125008603,2025-01-24,IMRPA41515,4,"DUS, 1 VIAL @ 1 G",2026-04-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD DR H SLAMET MARTODIRDJO,"JL. RAYA PANGLEGUR NO.04 PANGLEGUR, TLANAKAN, PAMEKASAN 69371",Kab. Pamekasan,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125008608,2025-01-24,IMRPA41563,91,"DUS, 1 VIAL @ 1 G",2026-10-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD DR R SOSODORO DJATIKOESOEMO,"JL. VETERAN NO.36 RT.000 RW.000 SUKOREJO, BOJONEGORO 62166",Kab. Bojonegoro,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125008221,2025-01-24,IMRPA41555,490,"DUS, 1 VIAL @ 1 G",2026-09-30 00:00:00,NAN,Rumah Sakit,-1
DALAM NEGERI,RSK MOJOWARNO,JL. MERDEKA NO 59 MOJOWARNO JOMBANG 61382,Kab. Jombang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,325000812,2025-01-24,IMRPA41533,8,"DUS, 1 VIAL @ 1 G",2026-07-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS AISYIYAH,BOJONEGORO,Kab. Bojonegoro,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM,INTERBAT,MENSA BINASUKSES CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,250099895,2025-01-24,1604N108,30,"DUS, 1 VIAL @ 1 G",2027-11-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD DR H SLAMET MARTODIRDJO,"JL. RAYA PANGLEGUR NO.04 PANGLEGUR, TLANAKAN, PAMEKASAN 69371",Kab. Pamekasan,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125008608,2025-01-24,IMRPA41563,768,"DUS, 1 VIAL @ 1 G",2026-10-31 00:00:00,NAN,Rumah Sakit,-1
DALAM NEGERI,RSK MOJOWARNO,JL. MERDEKA NO 59 MOJOWARNO JOMBANG 61382,Kab. Jombang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,325000812,2025-01-24,IMRPA41533,12,"DUS, 1 VIAL @ 1 G",2026-07-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS WONOLANGAN,PROBOLINGGO,Kab. Probolinggo,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM,INTERBAT,MENSA BINASUKSES CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,250098160,2025-01-24,I604M052,10,"DUS, 1 VIAL @ 1 G",2026-07-28 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS PERKUMPULAN ADI HUSADA,JL. KAPASARI NO. 97 - 101,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202501/17139,2025-01-24,EF4576,5,"DUS, 1 VIAL @ 1 G",2026-06-24 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS WONOLANGAN,PROBOLINGGO,Kab. Probolinggo,Jawa Timur,MEROPENEM TRIHYDRATE,MEROPENEM,INTERBAT,MENSA BINASUKSES CABANG JEMBER,JAWA TIMUR,KAB. JEMBER,250098160,2025-01-24,I604M052,70,"DUS, 1 VIAL @ 1 G",2026-07-28 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS PANTI WALUYA SAWAHAN,JL.NUSAKAMBANGAN NO.56 MALANG,Kab. Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,KALLISTA PRIMA CABANG MALANG,JAWA TIMUR,KAB. MALANG,3410,2025-01-24,O4074,10,"DUS, 1 VIAL @ 1 G",2026-08-01 00:00:00,MEROTIK INJEKSI 1 GR,Rumah Sakit,1
DALAM NEGERI,RS HUSADA UTAMA,JL. PROF.DR.MOESTOPO NO.31-35 PACARKELING TAMBAKSARI SURABAYA 60131,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROBAT,INTERBAT,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125008327,2025-01-24,I037N003,30,"DUS, 1 VIAL @ 1 G",2027-09-30 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSUD DR R SOSODORO DJATIKOESOEMO,"JL. VETERAN NO.36 RT.000 RW.000 SUKOREJO, BOJONEGORO 62166",Kab. Bojonegoro,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,125008221,2025-01-24,IMRPA41563,16,"DUS, 1 VIAL @ 1 G",2026-10-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RSU INSTALASI FARMASI PINDAD,JL. SEMERU NO. 1 TUREN,Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,PENTA VALENT CABANG MALANG,JAWA TIMUR,KAB. MALANG,400117250001768,2025-01-24,D4K216,1,"DUS, 10 VIAL @ 1 G",2026-10-30 00:00:00,MEROPENEM INJEKSI 1 G / INSTALASI FARMASI RSU PINDAD / GKL1515623944B1,Rumah Sakit,1
DALAM NEGERI,RS ONKOLOGI SURABAYA,GALAXI BUMI PERMAI BLOK A-2/7 KEPUTIH SUKOLILO 60293,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,HEXPHARM JAYA LABORATORIES,ENSEVAL PUTERA MEGATRADING TBK CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,125012837,2025-01-24,IMRPA41533,6,"DUS, 1 VIAL @ 1 G",2026-07-31 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS MEDIKA MULIA,JL. MOJOPAHIT NO. 699,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202501/17692,2025-01-24,EF4576,22,"DUS, 1 VIAL @ 1 G",2026-06-24 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,RS DARMO,"JL.RAYA DARMO NO.90,SURABAYA",Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,KALLISTA PRIMA CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,4521,2025-01-24,O4034,20,"DUS, 1 VIAL @ 1 G",2026-04-01 00:00:00,MEROTIK INJEKSI 1 GR,Rumah Sakit,1
DALAM NEGERI,RS MANYAR MEDICAL CENTER,JL MANYAR NO 9,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA II,JAWA TIMUR,KOTA SURABAYA,FKSB2/202501/15135,2025-01-24,EF4577B,6,"DUS, 1 VIAL @ 1 G",2026-06-14 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,PERSADA HOSPITAL,JL. PANJI SUROSO NO.2-4,Kota Malang,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROTIK,LAPI LABORATORIES,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG MALANG,JAWA TIMUR,KAB. MALANG,131625001824,2025-01-24,O4064,20,"DUS, 1 VIAL @ 1 G",2026-07-30 00:00:00,3573,Rumah Sakit,1
DALAM NEGERI,RS BAPTIS KEDIRI,"B.POL IBH PRANOTO 1-7, JL",Kab. Kediri,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPEX,BERNOFARM,PARIT PADANG GLOBAL CABANG MALANG,JAWA TIMUR,KAB. MALANG,8320665088,2025-01-24,PSH88653,20,"DUS, 1 VIAL @ 1 G",2026-07-31 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,APOTEK NASA FARMA,JL. MOJOPAHIT NO.90 SIDOARJO,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341025781,2025-01-25,PSE51753,2,"DUS, 10 VIAL @ 1 G",2026-04-30 00:00:00,NAN,Apotek,1
DALAM NEGERI,APOTEK SYIFA FARMA,JL.SINGOMENGGOLO/JL.UMUM SMPN2 GEDANGAN NO.3-SIDOA,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG SIDOARJO,JAWA TIMUR,KAB. SIDOARJO,2509002022,2025-01-25,IJ24026A,2,"DUS , 10 VIAL @ 1G",2026-09-30 00:00:00,NAN,Apotek,1
DALAM NEGERI,APOTEK HERO FARMA,JL.PATIMURA NO.17 JAGALAN - KEDIRI,Kab. Kediri,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,KALLISTA PRIMA CABANG KEDIRI,JAWA TIMUR,KAB. KEDIRI,2121,2025-01-25,D4G915,2,"DUS, 10 VIAL @ 1 G",2026-07-01 00:00:00,NAN,Apotek,1
DALAM NEGERI,APOTEK HERO FARMA,JL.PATIMURA NO.17 JAGALAN - KEDIRI,Kab. Kediri,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,MEPROFARM,KALLISTA PRIMA CABANG KEDIRI,JAWA TIMUR,KAB. KEDIRI,2121,2025-01-25,D4G008,1,"DUS, 10 VIAL @ 1 G",2026-07-01 00:00:00,NAN,Apotek,1
DALAM NEGERI,RS PERMATA HATI,JL. RAYA TAMBAKBOYO NO. 2 DS TEMBAKRINDANG,Kab. Lamongan,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202501/17792,2025-01-25,EF4576,5,"DUS, 1 VIAL @ 1 G",2026-06-24 00:00:00,NAN,Rumah Sakit,1
DALAM NEGERI,APOTEK NASA FARMA,JL. MOJOPAHIT NO.90 SIDOARJO,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341025972,2025-01-25,PSE51753,1,"DUS, 10 VIAL @ 1 G",2026-04-30 00:00:00,NAN,Apotek,1
DALAM NEGERI,APOTEK DUTA FARMA II,JL. ADITYAWARMAN NO. 80,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,"MEROSAN 0,5",SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202501/17807,2025-01-25,EF4578,12,"DUS, 1 VIAL @ 0,5 G",2026-06-07 00:00:00,NAN,Apotek,1
DALAM NEGERI,APOTEK NASA FARMA,JL. MOJOPAHIT NO.90 SIDOARJO,Kab. Sidoarjo,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,PARIT PADANG GLOBAL CABANG SURABAYA,JAWA TIMUR,KOTA SURABAYA,8341026039,2025-01-25,PSE51753,1,"DUS, 10 VIAL @ 1 G",2026-04-30 00:00:00,NAN,Apotek,1
DALAM NEGERI,RS BHAYANGKARA,IG NGURAH RAI 27,Kab. Tulungagung,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROPENEM,BERNOFARM,KIMIA FARMA TRADING & DISTRIBUTION CABANG MALANG,JAWA TIMUR,KAB. MALANG,2808085753,2025-01-25,D41024J,5,"DUS, 10 VIAL @ 1 G",2026-04-01 00:00:00,-,Rumah Sakit,1
DALAM NEGERI,RS INSTALASI FARMASI DARMO,JL. RAYA DARMO NO. 90,Kota Surabaya,Jawa Timur,MEROPENEM BUFFERED WITH SODIUM CARBONATE,MEROSAN 1,SANBE FARMA (UNIT 2),BINA SAN PRIMA CABANG SURABAYA I,JAWA TIMUR,KOTA SURABAYA,FKSBY/202501/18072,2025-01-25,EF4576,10,"DUS, 1 VIAL @ 1 G",2026-06-24 00:00:00,NAN,Rumah Sakit,1
