jenis_transaksi,tujuan_penyaluran,alamat_tujuan,nama_kota_kab_tujuan,nama_provinsi_tujuan,nama_zat_aktif,nama_obat_jadi,produsen_obat_jadi,nama_pbf,provinsi,kabupaten_kota,no_faktur,tanggal_penyaluran,batch,jumlah,satuan,tanggal_kedaluwarsa,keterangan,jenis_sarana,kategori_obat,anomaly_label,anomaly_reason
Dalam Negeri,HST RB,DR SOETOMO 39 TRENGGALEK,TRENGGALEK,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610004138,2026-03-30,IS25042,3.0,"Dus, 3 strip @ 10 tablet",2027-09-30,,Lainnya,misoprostol,1,Normal
Dalam Negeri,HST RB,DR SOETOMO 39 TRENGGALEK,TRENGGALEK,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610006242,2026-05-13,AS26058,5.0,"Dus, 3 strip @ 10 tablet",2028-01-30,,Lainnya,misoprostol,1,Normal
Dalam Negeri,APOTEK SUMBER REJEKI,DR. WAHIDIN SUDIRO HUSODO NO. 205 RT.001 RW. PURUTREJO PURWOREJO,KOTA PASURUAN,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG MALANG,Jawa Timur,Kab. Malang,"4,00117E+14",2026-05-13,N2604032,5.0,"DUS, 3 STRIP @ 10 TABLET",2028-04-30,MISOPROSTOL 200 MCG TAB 3X10S(OGB-NULAB / APT. SUMBER REJEKI / GKL1843000210A1,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK SUMBER REJEKI,DR. WAHIDIN SUDIRO HUSODO NO. 205 RT.001 RW. PURUTREJO PURWOREJO,KOTA PASURUAN,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG MALANG,Jawa Timur,Kab. Malang,"4,00117E+14",2026-02-20,N2511051,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,MISOPROSTOL 200 MCG TAB 3X10S(OGB-NULAB / APT. SUMBER REJEKI / GKL1843000210A1,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK SUMBER REJEKI,DR. WAHIDIN SUDIRO HUSODO NO. 205 RT.001 RW. PURUTREJO PURWOREJO,KOTA PASURUAN,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG MALANG,Jawa Timur,Kab. Malang,"4,00117E+14",2026-02-23,N2511051,5.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,MISOPROSTOL 200 MCG TAB 3X10S(OGB-NULAB / APT. SUMBER REJEKI / GKL1843000210A1,Apotek,misoprostol,1,Normal
Dalam Negeri,RSUD DR SOEDOMO,DR.SOETOMO 10 TRENGGALEK,TRENGGALEK,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610006003,2026-05-07,HS25082,18.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Rumah Sakit,misoprostol,-1,Isolation Forest outlier (ML)
Dalam Negeri,RSUD DR SOEDOMO,DR.SOETOMO 10 TRENGGALEK,TRENGGALEK,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610000887,2026-01-20,HS25082,40.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Rumah Sakit,misoprostol,-1,Isolation Forest outlier (ML)
Dalam Negeri,RS LIRBOYO,DR.SOHARJO 15 KEDIRI,KOTA KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610006572,2026-05-21,JS25076,12.0,"Dus, 3 strip @ 10 tablet",2027-10-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS LIRBOYO,DR.SOHARJO 15 KEDIRI,KOTA KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610003671,2026-03-14,IS25042,8.0,"Dus, 3 strip @ 10 tablet",2027-09-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS DR R KOESMA TUBAN,"DR.WAHIDIN SDIROHUSODO 800,TBN",TUBAN,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,2609008646,2026-04-30,HS25082,5.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSUD DR SOEDARSONO,DR.WAHIDIN SUDIRO 1-4 PSRN,KOTA PASURUAN,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610001520,2026-01-30,IS25041,3.0,"Dus, 3 strip @ 10 tablet",2027-09-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSUD DR SOEDARSONO,DR.WAHIDIN SUDIRO 1-4 PSRN,KOTA PASURUAN,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610006748,2026-05-26,JS25076,10.0,"Dus, 3 strip @ 10 tablet",2027-10-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,KLINIK PRATAMA RAWAT INAP SAM MEDIKA,DS. BENDILJET RT.001 RW.006 DS. KARANGTALUN KEC. KALIDAWIR,TULUNGAGUNG,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SELARAS KUSUMA CABANG MALANG,Jawa Timur,Kab. Malang,2026031574,2026-03-30,T38250016,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,,Klinik,misoprostol,1,Normal
Dalam Negeri,RSU SATITI PRIMA HUSADA,DS.BALESONO NGUNUT TULUNGAGUNG,TULUNGAGUNG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610005174,2026-04-21,HS25082,3.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU SATITI PRIMA HUSADA,DS.BALESONO NGUNUT TULUNGAGUNG,TULUNGAGUNG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610006438,2026-05-19,HS25082,3.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU SATITI PRIMA HUSADA,DS.BALESONO NGUNUT TULUNGAGUNG,TULUNGAGUNG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610006742,2026-05-25,HS25082,3.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU SATITI PRIMA HUSADA,DS.BALESONO NGUNUT TULUNGAGUNG,TULUNGAGUNG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610005985,2026-05-07,AS26058,3.0,"Dus, 3 strip @ 10 tablet",2028-01-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU SATITI PRIMA HUSADA,DS.BALESONO NGUNUT TULUNGAGUNG,TULUNGAGUNG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610006901,2026-05-29,JS25076,3.0,"Dus, 3 strip @ 10 tablet",2027-10-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU SATITI PRIMA HUSADA,DS.BALESONO NGUNUT TULUNGAGUNG,TULUNGAGUNG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610000988,2026-01-21,HS25082,3.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU SATITI PRIMA HUSADA,DS.BALESONO NGUNUT TULUNGAGUNG,TULUNGAGUNG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610002132,2026-02-09,HS25082,3.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU SATITI PRIMA HUSADA,DS.BALESONO NGUNUT TULUNGAGUNG,TULUNGAGUNG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610002821,2026-02-24,HS25082,3.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU SATITI PRIMA HUSADA,DS.BALESONO NGUNUT TULUNGAGUNG,TULUNGAGUNG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610002989,2026-02-27,HS25082,3.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RSU SATITI PRIMA HUSADA,DS.BALESONO NGUNUT TULUNGAGUNG,TULUNGAGUNG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,DAYA MUDA AGUNG CABANG MALANG,Jawa Timur,Kab. Malang,2610004118,2026-03-30,HS25082,3.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS MITRA SEHAT,DS.CURAH JERU RT.02 RW.11 PANJI SITUBONDO,SITUBONDO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MIPROS,MAHAKAM BETA FARMA,MERAPI UTAMA PHARMA CABANG JEMBER,Jawa Timur,Kab. Jember,2602601001826/SJ26026001717/260261001987,2026-02-11,HS25082,10.0,"Dus, 3 strip @ 10 tablet",2027-08-30,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS ANWAR MEDIKA,DS.SEMAWUT RT.XI-RW.IV BALONGBENDO,SIDOARJO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,"1,33526E+11",2026-01-23,N2511002,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-01,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS ANWAR MEDIKA,DS.SEMAWUT RT.XI-RW.IV BALONGBENDO,SIDOARJO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,"1,33526E+11",2026-02-27,N2511051,3.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-01,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS ANWAR MEDIKA,DS.SEMAWUT RT.XI-RW.IV BALONGBENDO,SIDOARJO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,"1,33526E+11",2026-05-06,N2603044,3.0,"DUS, 3 STRIP @ 10 TABLET",2028-03-01,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS ANWAR MEDIKA,DS.SEMAWUT RT.XI-RW.IV BALONGBENDO,SIDOARJO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,"1,33526E+11",2026-03-27,N2511051,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-01,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS ANWAR MEDIKA,DS.SEMAWUT RT.XI-RW.IV BALONGBENDO,SIDOARJO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,"1,33526E+11",2026-04-28,N2603044,3.0,"DUS, 3 STRIP @ 10 TABLET",2028-03-01,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS ANWAR MEDIKA,DS.SEMAWUT RT.XI-RW.IV BALONGBENDO,SIDOARJO,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,"1,33526E+11",2026-04-28,N2603044,2.0,"DUS, 3 STRIP @ 10 TABLET",2028-03-01,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,JAYA SUBUR DISTRIBUSINDO,DSN SIDOMULYO. 14-16. RT 002/RW 002. GITIK. ROGOJAMPI,,,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG JEMBER,Jawa Timur,Kab. Jember,"4,00118E+14",2026-05-08,N2603044,1.0,"DUS, 3 STRIP @ 10 TABLET",0000-00-00,MISOPROSTOL 200 MCG TAB 3X10S(OGB-NULAB / JAYA SUBUR DISTRIBUSINDO / GKL1843000210A1,Lainnya,misoprostol,-1,Kota/Kab tujuan kosong
Dalam Negeri,JAYA SUBUR DISTRIBUSINDO,DSN SIDOMULYO. 14-16. RT 002/RW 002. GITIK. ROGOJAMPI,,,MISOPROSTOL DISPERSION HPMC,MISOPROSTOL,NULAB PHARMACEUTICAL INDONESIA,PENTA VALENT CABANG JEMBER,Jawa Timur,Kab. Jember,"4,00118E+14",2026-05-08,N2603043,1.0,"DUS, 3 STRIP @ 10 TABLET",0000-00-00,MISOPROSTOL 200 MCG TAB 3X10S(OGB-NULAB / JAYA SUBUR DISTRIBUSINDO / GKL1843000210A1,Lainnya,misoprostol,-1,Kota/Kab tujuan kosong
Dalam Negeri,APOTEK JASMINE FARMA,DSN TEMPLEK RT 01 RW 04 DS GADUNGAN KEC. PUNCU KAB. KEDIRI,KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROTECID,MEPROFARM,PENTA VALENT CABANG KEDIRI,Jawa Timur,Kab. Kediri,400119260014351),2026-04-20,A5M518,10.0,"DUS, 3 STRIP @ 10 TABLET",0000-00-00,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK JASMINE FARMA,DSN TEMPLEK RT 01 RW 04 DS GADUNGAN KEC. PUNCU KAB. KEDIRI,KEDIRI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROTECID,MEPROFARM,PENTA VALENT CABANG KEDIRI,Jawa Timur,Kab. Kediri,400119260014351),2026-04-20,A26C910,5.0,"DUS, 3 STRIP @ 10 TABLET",0000-00-00,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK FARMALA,"DSN. BATU LENGER, DS. BIRA TENGAH, KEC. SOKOBANAH",SAMPANG,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SELARAS KUSUMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,2026021220,2026-02-23,T38250014,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-09-30,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK FARMALA,"DSN. BATU LENGER, DS. BIRA TENGAH, KEC. SOKOBANAH",SAMPANG,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SELARAS KUSUMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,2026031675,2026-03-30,T38250015,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-30,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK MEDIKA FARMA BERKAH,"DSN. BUKBATANG, DS. TAMBERU BARAT, KEC. SOKOBANAH",SAMPANG,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SELARAS KUSUMA CABANG SURABAYA,Jawa Timur,Kota Surabaya,2026011488,2026-01-29,T38250014,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-09-30,,Apotek,misoprostol,1,Normal
Dalam Negeri,KLINIK AMAL SEHAT,DSN. KEDUNG REJO RT. 04 RW. 01 SAMBIMULYO - BANGOREJO - BANYUWANGI 68487,BANYUWANGI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126034556,2026-05-07,TIVTA50034,5.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Klinik,misoprostol,1,Normal
Dalam Negeri,KLINIK AMAL SEHAT,DSN. KEDUNG REJO RT. 04 RW. 01 SAMBIMULYO - BANGOREJO - BANYUWANGI 68487,BANYUWANGI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126035331,2026-05-11,TIVTA50034,5.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Klinik,misoprostol,1,Normal
Dalam Negeri,KLINIK AMAL SEHAT,DSN. KEDUNG REJO RT. 04 RW. 01 SAMBIMULYO - BANGOREJO - BANYUWANGI 68487,BANYUWANGI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126039436,2026-05-26,TIVTA50034,5.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Klinik,misoprostol,1,Normal
Dalam Negeri,KLINIK AMAL SEHAT,DSN. KEDUNG REJO RT. 04 RW. 01 SAMBIMULYO - BANGOREJO - BANYUWANGI 68487,BANYUWANGI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126000202,2026-01-03,TIVTA50033,2.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Klinik,misoprostol,1,Normal
Dalam Negeri,KLINIK AMAL SEHAT,DSN. KEDUNG REJO RT. 04 RW. 01 SAMBIMULYO - BANGOREJO - BANYUWANGI 68487,BANYUWANGI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126018585,2026-03-06,TIVTA50034,2.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Klinik,misoprostol,1,Normal
Dalam Negeri,KLINIK AMAL SEHAT,DSN. KEDUNG REJO RT. 04 RW. 01 SAMBIMULYO - BANGOREJO - BANYUWANGI 68487,BANYUWANGI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126018584,2026-03-06,TIVTA50034,2.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Klinik,misoprostol,1,Normal
Dalam Negeri,KLINIK AMAL SEHAT,DSN. KEDUNG REJO RT. 04 RW. 01 SAMBIMULYO - BANGOREJO - BANYUWANGI 68487,BANYUWANGI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126021154,2026-03-16,TIVTA50034,3.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Klinik,misoprostol,1,Normal
Dalam Negeri,KLINIK AMAL SEHAT,DSN. KEDUNG REJO RT. 04 RW. 01 SAMBIMULYO - BANGOREJO - BANYUWANGI 68487,BANYUWANGI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126011580,2026-02-11,TIVTA50033,1.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Klinik,misoprostol,1,Normal
Dalam Negeri,KLINIK AMAL SEHAT,DSN. KEDUNG REJO RT. 04 RW. 01 SAMBIMULYO - BANGOREJO - BANYUWANGI 68487,BANYUWANGI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126016174,2026-02-27,TIVTA50033,2.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Klinik,misoprostol,1,Normal
Dalam Negeri,KLINIK AMAL SEHAT,DSN. KEDUNG REJO RT. 04 RW. 01 SAMBIMULYO - BANGOREJO - BANYUWANGI 68487,BANYUWANGI,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,INVITEC,DANKOS FARMA,ENSEVAL PUTERA MEGATRADING TBK CABANG JEMBER,Jawa Timur,Kab. Jember,126030483,2026-04-23,TIVTA50034,5.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Klinik,misoprostol,1,Normal
Dalam Negeri,APOTEK PEKULO,"DSN. PEKULO, JL. KEPUNDUNGAN RT.001/RW.003, DS. KEPUNDUNGAN, KEC. SRONO",BANYUWANGI,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SELARAS KUSUMA CABANG MALANG,Jawa Timur,Kab. Malang,2026010229,2026-01-09,T38250011,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-08-31,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK PEKULO,"DSN. PEKULO, JL. KEPUNDUNGAN RT.001/RW.003, DS. KEPUNDUNGAN, KEC. SRONO",BANYUWANGI,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SELARAS KUSUMA CABANG MALANG,Jawa Timur,Kab. Malang,2026020211,2026-02-09,T38250011,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-08-31,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK PEKULO,"DSN. PEKULO, JL. KEPUNDUNGAN RT.001/RW.003, DS. KEPUNDUNGAN, KEC. SRONO",BANYUWANGI,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SELARAS KUSUMA CABANG MALANG,Jawa Timur,Kab. Malang,2026030382,2026-03-10,T38250011,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-08-31,,Apotek,misoprostol,1,Normal
Dalam Negeri,APOTEK PEKULO,"DSN. PEKULO, JL. KEPUNDUNGAN RT.001/RW.003, DS. KEPUNDUNGAN, KEC. SRONO",BANYUWANGI,JAWA TIMUR,"Microcrystalline Cellulose, MISOPROSTOL DISPERSION HPMC",SOPROS,ERLIMPEX,SELARAS KUSUMA CABANG MALANG,Jawa Timur,Kab. Malang,2026051578,2026-05-25,T38250016,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-12-31,,Apotek,misoprostol,1,Normal
Dalam Negeri,KLINIK PRATAMA AULIA,DSN. REJOSARI DS. TINGGAR BANDARKEDUNGMULYO,JOMBANG,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SIDOARJO,Jawa Timur,Kab. Sidoarjo,"1,33526E+11",2026-05-15,N2601044,2.0,"DUS, 3 STRIP @ 10 TABLET",2028-02-29,,Klinik,misoprostol,1,Normal
Dalam Negeri,KLINIK PRATAMA RAWAT INAP AULIA,DSN. REJOSARI RT.004 RW.003. KEL. TINGGAR. KEC. BANDARKEDUNGMULYO,LAMONGAN,JAWA TIMUR,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,PENTA VALENT CABANG SIDOARJO,Jawa Timur,Kota Surabaya,400116260011130.400116260011130400116260011130),2026-04-01,N2511028,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-30,PROSTER TABLET 3X10S / KLINIK PRATAMA RAWAT INAP AULIA / DKL1108017210A1,Klinik,misoprostol,1,Normal
Dalam Negeri,RS RANDEGANSARI HUSADA,DSN. TELAPAK RT 2 RW 1 DS. RANDEGANSARI DRIYOREJO6,PT GUARDIAN PHARMATAMA,0R1600,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-02-27,N2511028,4.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-05,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS RANDEGANSARI HUSADA,DSN. TELAPAK RT 2 RW 1 DS. RANDEGANSARI DRIYOREJO6,PT GUARDIAN PHARMATAMA,0R1600,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-03-27,N2511028,1.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-05,,Rumah Sakit,misoprostol,1,Normal
Dalam Negeri,RS RANDEGANSARI HUSADA,DSN. TELAPAK RT 2 RW 1 DS. RANDEGANSARI DRIYOREJO6,PT GUARDIAN PHARMATAMA,0R1600,MISOPROSTOL DISPERSION HPMC,PROSTER,GUARDIAN PHARMATAMA,MILLENNIUM PHARMACON INTERNATIONAL TBK CABANG SURABAYA,Jawa Timur,Kota Surabaya,"1,30526E+11",2026-03-27,N2511028,2.0,"DUS, 3 STRIP @ 10 TABLET",2027-11-05,,Rumah Sakit,misoprostol,1,Normal
